Save Set Output
"* p570a:/dev/rxz_data10g_60 (pid 627174): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_60        level=full,     10 GB 00:09:07     16 files
"
"* p570a:/dev/rxz_data10g_58 (pid 435320): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_58        level=full,     10 GB 00:08:38     16 files
"
"* p570a:/dev/rxz_data10g_56 (pid 577872): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_56        level=full,     10 GB 00:13:02     16 files
"
"* p570a:/dev/rxz_data10g_54 (pid 451120): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_54        level=full,     10 GB 00:06:57     16 files
"
"* p570a:/dev/rxz_data10g_52 (pid 549756): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_52        level=full,     10 GB 00:10:21     16 files
"
"* p570a:/dev/rxz_data10g_50 (pid 721008): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_50        level=full,     10 GB 00:12:38     16 files
"
"  jfa06: /home/fee/databk           level=full,   2448 MB 00:02:22    347 files
"
"  jfa05: /home/fee/databk           level=full,     14 GB 00:06:02    653 files
"
"* p570a:/dev/rxz_data10g_48 (pid 725726): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_48        level=full,     10 GB 00:04:32     16 files
"
"* p570a:/dev/rxz_data10g_46 (pid 578492): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_46        level=full,     10 GB 00:06:56     16 files
"
"* p570a:/dev/rxz_data10g_44 (pid 553890): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_44        level=full,     10 GB 00:14:59     16 files
"
"* p570a:/dev/rxz_data10g_42 (pid 684778): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_42        level=full,     10 GB 00:08:02     16 files
"
"* p570a:/dev/rxz_data10g_40 (pid 725194): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_40        level=full,     10 GB 00:06:40     16 files
"
"* p570a:/dev/rxz_data10g_38 (pid 435318): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_38        level=full,     10 GB 00:10:16     16 files
"
"* p570a:/dev/rxz_data10g_37 (pid 533712): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_37        level=full,     10 GB 00:08:45     16 files
"
"  p570b: index:p570b                level=skip,      0 KB 00:00:00      0 files
"
"* p570a:/dev/rxz_users01 (pid 549802): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_users01           level=full,    524 MB 00:00:12     16 files
"
"  p570b: index:jfa05                level=full,   1516 MB 00:00:19  13192 files
"
"  p570b: bootstrap                  level=full,     12 MB 00:01:17   1341 files
* p570b:bootstrap enq: (FATAL ERROR): 0781-372 There are no queues defined in the /etc/qconfig file.
* p570b:bootstrap printing bootstrap information failed (reproduced below).
* p570b:bootstrap 
* p570b:bootstrap 
* p570b:bootstrap November 28 03:01 2008  p570b's bootstrap information Page 1
* p570b:bootstrap 
* p570b:bootstrap       date     time       level ssid        file  record   volume
* p570b:bootstrap        10/25/08 03:00:00   full 1879186328    56       0   000024
* p570b:bootstrap        10/26/08 03:00:00   full 1443065139    64       0   000024
* p570b:bootstrap        10/27/08 03:00:00   full 1057275553    72       0   000024
* p570b:bootstrap        10/28/08 03:00:00   full 554045447     80       0   000024
* p570b:bootstrap        10/29/08 03:00:00   full 34038126      89       0   000024
* p570b:bootstrap        10/30/08 03:00:00   full 3876107002    97       0   000024
* p570b:bootstrap        10/31/08 03:01:53   full 3389654177   107       0   000024
* p570b:bootstrap        11/01/08 03:00:00   full 789272116    115       0   000024
* p570b:bootstrap        11/02/08 03:00:00   full 369928102    123       0   000024
* p570b:bootstrap        11/03/08 03:00:01   full 51247371     131       0   000024
* p570b:bootstrap        11/04/08 03:00:02   full 3641657963   139       0   000024
* p570b:bootstrap        11/05/08 03:00:01   full 3054541815   147       0   000024
* p570b:bootstrap        11/06/08 03:00:01   full 2517757337   155       0   000024
* p570b:bootstrap        11/07/08 03:00:00   full 1662205743   163       0   000024
* p570b:bootstrap        11/08/08 03:00:00   full 3256127675   171       0   000024
* p570b:bootstrap        11/08/08 22:24:56   full 4111835448   231       0   000034
* p570b:bootstrap        11/09/08 03:00:00   full 3927302692   179       0   000024
* p570b:bootstrap        11/10/08 03:00:00   full 3424072589   187       0   000024
* p570b:bootstrap        11/11/08 03:00:00   full 2870510838   195       0   000024
* p570b:bootstrap        11/12/08 03:00:01   full 2316949101     4       0   000027
* p570b:bootstrap        11/13/08 03:00:00   full 1796941798    12       0   000027
* p570b:bootstrap        11/14/08 03:00:00   full 1042053499    21       0   000027
* p570b:bootstrap        11/15/08 03:00:00   full 2434648847    29       0   000027
* p570b:bootstrap        11/16/08 03:02:16   full 1579097272    39       0   000027
* p570b:bootstrap        11/17/08 03:00:00   full 773877306     47       0   000027
* p570b:bootstrap        11/18/08 03:00:00   full 4263624607    55       0   000027
* p570b:bootstrap        11/19/08 03:00:00   full 3710062846    63       0   000027
* p570b:bootstrap        11/20/08 03:00:00   full 3223609960    71       0   000027
* p570b:bootstrap        11/21/08 03:00:00   full 2703602679    79       0   000027
* p570b:bootstrap        11/22/08 03:00:01   full 36111765      87       0   000027
* p570b:bootstrap        11/23/08 03:00:00   full 3844626221    95       0   000027
* p570b:bootstrap        11/24/08 03:00:00   full 3475613875   103       0   000027
* p570b:bootstrap        11/25/08 03:00:00   full 2955606555   111       0   000027
* p570b:bootstrap        11/26/08 03:00:00   full 2452376454   119       0   000027
* p570b:bootstrap        11/27/08 03:00:00   full 1949146347   127       0   000027
* p570b:bootstrap        11/28/08 03:00:00   full 1362030200   135       0   000027
"
"  p570b: /home/gwjf/gwjf_part_bk    level=skip,      0 KB 00:00:00      0 files
"
"  p570b: index:jfa06                level=full,   1442 KB 00:00:03     68 files
"
"  p570b: index:jfa05                level=full,   1560 MB 00:00:19  13383 files
"
"  p570b: bootstrap                  level=full,     12 MB 00:01:36   1367 files
* p570b:bootstrap enq: (FATAL ERROR): 0781-372 There are no queues defined in the /etc/qconfig file.
* p570b:bootstrap printing bootstrap information failed (reproduced below).
* p570b:bootstrap 
* p570b:bootstrap 
* p570b:bootstrap November 29 03:01 2008  p570b's bootstrap information Page 1
* p570b:bootstrap 
* p570b:bootstrap       date     time       level ssid        file  record   volume
* p570b:bootstrap        10/26/08 03:00:00   full 1443065139    64       0   000024
* p570b:bootstrap        10/27/08 03:00:00   full 1057275553    72       0   000024
* p570b:bootstrap        10/28/08 03:00:00   full 554045447     80       0   000024
* p570b:bootstrap        10/29/08 03:00:00   full 34038126      89       0   000024
* p570b:bootstrap        10/30/08 03:00:00   full 3876107002    97       0   000024
* p570b:bootstrap        10/31/08 03:01:53   full 3389654177   107       0   000024
* p570b:bootstrap        11/01/08 03:00:00   full 789272116    115       0   000024
* p570b:bootstrap        11/02/08 03:00:00   full 369928102    123       0   000024
* p570b:bootstrap        11/03/08 03:00:01   full 51247371     131       0   000024
* p570b:bootstrap        11/04/08 03:00:02   full 3641657963   139       0   000024
* p570b:bootstrap        11/05/08 03:00:01   full 3054541815   147       0   000024
* p570b:bootstrap        11/06/08 03:00:01   full 2517757337   155       0   000024
* p570b:bootstrap        11/07/08 03:00:00   full 1662205743   163       0   000024
* p570b:bootstrap        11/08/08 03:00:00   full 3256127675   171       0   000024
* p570b:bootstrap        11/08/08 22:24:56   full 4111835448   231       0   000034
* p570b:bootstrap        11/09/08 03:00:00   full 3927302692   179       0   000024
* p570b:bootstrap        11/10/08 03:00:00   full 3424072589   187       0   000024
* p570b:bootstrap        11/11/08 03:00:00   full 2870510838   195       0   000024
* p570b:bootstrap        11/12/08 03:00:01   full 2316949101     4       0   000027
* p570b:bootstrap        11/13/08 03:00:00   full 1796941798    12       0   000027
* p570b:bootstrap        11/14/08 03:00:00   full 1042053499    21       0   000027
* p570b:bootstrap        11/15/08 03:00:00   full 2434648847    29       0   000027
* p570b:bootstrap        11/16/08 03:02:16   full 1579097272    39       0   000027
* p570b:bootstrap        11/17/08 03:00:00   full 773877306     47       0   000027
* p570b:bootstrap        11/18/08 03:00:00   full 4263624607    55       0   000027
* p570b:bootstrap        11/19/08 03:00:00   full 3710062846    63       0   000027
* p570b:bootstrap        11/20/08 03:00:00   full 3223609960    71       0   000027
* p570b:bootstrap        11/21/08 03:00:00   full 2703602679    79       0   000027
* p570b:bootstrap        11/22/08 03:00:01   full 36111765      87       0   000027
* p570b:bootstrap        11/23/08 03:00:00   full 3844626221    95       0   000027
* p570b:bootstrap        11/24/08 03:00:00   full 3475613875   103       0   000027
* p570b:bootstrap        11/25/08 03:00:00   full 2955606555   111       0   000027
* p570b:bootstrap        11/26/08 03:00:00   full 2452376454   119       0   000027
* p570b:bootstrap        11/27/08 03:00:00   full 1949146347   127       0   000027
* p570b:bootstrap        11/28/08 03:00:00   full 1362030200   135       0   000027
* p570b:bootstrap        11/29/08 03:00:00   full 741359627    143       0   000027
"
"  p570b: /home/gwjf/gwjf_part_bk    level=skip,      0 KB 00:00:00      0 files
"
"  p570b: index:jfa06                level=full,   1450 KB 00:00:03     69 files
"
"  p570b: index:jfa05                level=full,   1510 MB 00:00:18  13165 files
"
"  p570b: bootstrap                  level=full,     13 MB 00:01:16   1692 files
* p570b:bootstrap enq: (FATAL ERROR): 0781-372 There are no queues defined in the /etc/qconfig file.
* p570b:bootstrap printing bootstrap information failed (reproduced below).
* p570b:bootstrap 
* p570b:bootstrap 
* p570b:bootstrap November 21 03:01 2008  p570b's bootstrap information Page 1
* p570b:bootstrap 
* p570b:bootstrap       date     time       level ssid        file  record   volume
* p570b:bootstrap        10/18/08 03:00:00   full 1106829547   174       0   000023
* p570b:bootstrap        10/19/08 03:00:02   full 318386846      6       0   000024
* p570b:bootstrap        10/20/08 03:00:00   full 3808134199    14       0   000024
* p570b:bootstrap        10/21/08 03:00:00   full 3170686374    22       0   000024
* p570b:bootstrap        10/22/08 03:00:00   full 2650679045    30       0   000024
* p570b:bootstrap        10/23/08 03:00:00   full 2197780579    38       0   000024
* p570b:bootstrap        10/24/08 03:00:00   full 1711327746    46       0   000024
* p570b:bootstrap        10/25/08 03:00:00   full 1879186328    56       0   000024
* p570b:bootstrap        10/26/08 03:00:00   full 1443065139    64       0   000024
* p570b:bootstrap        10/27/08 03:00:00   full 1057275553    72       0   000024
* p570b:bootstrap        10/28/08 03:00:00   full 554045447     80       0   000024
* p570b:bootstrap        10/29/08 03:00:00   full 34038126      89       0   000024
* p570b:bootstrap        10/30/08 03:00:00   full 3876107002    97       0   000024
* p570b:bootstrap        10/31/08 03:01:53   full 3389654177   107       0   000024
* p570b:bootstrap        11/01/08 03:00:00   full 789272116    115       0   000024
* p570b:bootstrap        11/02/08 03:00:00   full 369928102    123       0   000024
* p570b:bootstrap        11/03/08 03:00:01   full 51247371     131       0   000024
* p570b:bootstrap        11/04/08 03:00:02   full 3641657963   139       0   000024
* p570b:bootstrap        11/05/08 03:00:01   full 3054541815   147       0   000024
* p570b:bootstrap        11/06/08 03:00:01   full 2517757337   155       0   000024
* p570b:bootstrap        11/07/08 03:00:00   full 1662205743   163       0   000024
* p570b:bootstrap        11/08/08 03:00:00   full 3256127675   171       0   000024
* p570b:bootstrap        11/08/08 22:24:56   full 4111835448   231       0   000034
* p570b:bootstrap        11/09/08 03:00:00   full 3927302692   179       0   000024
* p570b:bootstrap        11/10/08 03:00:00   full 3424072589   187       0   000024
* p570b:bootstrap        11/11/08 03:00:00   full 2870510838   195       0   000024
* p570b:bootstrap        11/12/08 03:00:01   full 2316949101     4       0   000027
* p570b:bootstrap        11/13/08 03:00:00   full 1796941798    12       0   000027
* p570b:bootstrap        11/14/08 03:00:00   full 1042053499    21       0   000027
* p570b:bootstrap        11/15/08 03:00:00   full 2434648847    29       0   000027
* p570b:bootstrap        11/16/08 03:02:16   full 1579097272    39       0   000027
* p570b:bootstrap        11/17/08 03:00:00   full 773877306     47       0   000027
* p570b:bootstrap        11/18/08 03:00:00   full 4263624607    55       0   000027
* p570b:bootstrap        11/19/08 03:00:00   full 3710062846    63       0   000027
* p570b:bootstrap        11/20/08 03:00:00   full 3223609960    71       0   000027
* p570b:bootstrap        11/21/08 03:00:00   full 2703602679    79       0   000027
"
"  p570b: /home/gwjf/gwjf_part_bk    level=skip,      0 KB 00:00:00      0 files
"
"* p570a:/dev/rxz_undo03 (pid 680644): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_undo03            level=full,     10 GB 00:07:31     16 files
"
"* p570a:/dev/rxz_undo01 (pid 688708): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_undo01            level=full,     10 GB 00:04:04     16 files
"
"* p570a:/dev/rxz_tools01 (pid 725082): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_tools01           level=full,    524 MB 00:00:14     16 files
"
"* p570a:/dev/rxz_temp03 (pid 721032): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_temp03            level=full,     10 GB 00:05:17     16 files
"
"  p570b: index:p570b                level=skip,      0 KB 00:00:00      0 files
"
"  p570b: bootstrap                  level=full,     12 MB 00:01:31   1331 files
* p570b:bootstrap enq: (FATAL ERROR): 0781-372 There are no queues defined in the /etc/qconfig file.
* p570b:bootstrap printing bootstrap information failed (reproduced below).
* p570b:bootstrap 
* p570b:bootstrap 
* p570b:bootstrap November 26 03:01 2008  p570b's bootstrap information Page 1
* p570b:bootstrap 
* p570b:bootstrap       date     time       level ssid        file  record   volume
* p570b:bootstrap        10/23/08 03:00:00   full 2197780579    38       0   000024
* p570b:bootstrap        10/24/08 03:00:00   full 1711327746    46       0   000024
* p570b:bootstrap        10/25/08 03:00:00   full 1879186328    56       0   000024
* p570b:bootstrap        10/26/08 03:00:00   full 1443065139    64       0   000024
* p570b:bootstrap        10/27/08 03:00:00   full 1057275553    72       0   000024
* p570b:bootstrap        10/28/08 03:00:00   full 554045447     80       0   000024
* p570b:bootstrap        10/29/08 03:00:00   full 34038126      89       0   000024
* p570b:bootstrap        10/30/08 03:00:00   full 3876107002    97       0   000024
* p570b:bootstrap        10/31/08 03:01:53   full 3389654177   107       0   000024
* p570b:bootstrap        11/01/08 03:00:00   full 789272116    115       0   000024
* p570b:bootstrap        11/02/08 03:00:00   full 369928102    123       0   000024
* p570b:bootstrap        11/03/08 03:00:01   full 51247371     131       0   000024
* p570b:bootstrap        11/04/08 03:00:02   full 3641657963   139       0   000024
* p570b:bootstrap        11/05/08 03:00:01   full 3054541815   147       0   000024
* p570b:bootstrap        11/06/08 03:00:01   full 2517757337   155       0   000024
* p570b:bootstrap        11/07/08 03:00:00   full 1662205743   163       0   000024
* p570b:bootstrap        11/08/08 03:00:00   full 3256127675   171       0   000024
* p570b:bootstrap        11/08/08 22:24:56   full 4111835448   231       0   000034
* p570b:bootstrap        11/09/08 03:00:00   full 3927302692   179       0   000024
* p570b:bootstrap        11/10/08 03:00:00   full 3424072589   187       0   000024
* p570b:bootstrap        11/11/08 03:00:00   full 2870510838   195       0   000024
* p570b:bootstrap        11/12/08 03:00:01   full 2316949101     4       0   000027
* p570b:bootstrap        11/13/08 03:00:00   full 1796941798    12       0   000027
* p570b:bootstrap        11/14/08 03:00:00   full 1042053499    21       0   000027
* p570b:bootstrap        11/15/08 03:00:00   full 2434648847    29       0   000027
* p570b:bootstrap        11/16/08 03:02:16   full 1579097272    39       0   000027
* p570b:bootstrap        11/17/08 03:00:00   full 773877306     47       0   000027
* p570b:bootstrap        11/18/08 03:00:00   full 4263624607    55       0   000027
* p570b:bootstrap        11/19/08 03:00:00   full 3710062846    63       0   000027
* p570b:bootstrap        11/20/08 03:00:00   full 3223609960    71       0   000027
* p570b:bootstrap        11/21/08 03:00:00   full 2703602679    79       0   000027
* p570b:bootstrap        11/22/08 03:00:01   full 36111765      87       0   000027
* p570b:bootstrap        11/23/08 03:00:00   full 3844626221    95       0   000027
* p570b:bootstrap        11/24/08 03:00:00   full 3475613875   103       0   000027
* p570b:bootstrap        11/25/08 03:00:00   full 2955606555   111       0   000027
* p570b:bootstrap        11/26/08 03:00:00   full 2452376454   119       0   000027
"
"  p570b: /home/gwjf/gwjf_part_bk    level=skip,      0 KB 00:00:00      0 files
"
"  jfa06: /home/fee/databk           level=full,   2465 MB 00:02:10    351 files
"
"  jfa05: /home/fee/databk           level=full,     14 GB 00:06:04    653 files
"
"  p570b: index:p570b                level=skip,      0 KB 00:00:00      0 files
"
"  p570b: index:jfa06                level=full,   1438 KB 00:00:02     68 files
"
"  p570b: index:jfa05                level=full,   1552 MB 00:00:19  13348 files
"
"  jfa06: /home/fee/databk           level=full,   2435 MB 00:01:36    345 files
"
"  jfa05: /home/fee/databk           level=full,     14 GB 00:05:43    653 files
"
"  p570b: index:p570b                level=skip,      0 KB 00:00:00      0 files
"
"  p570b: index:p570a                level=full,     21 MB 00:00:14    626 files
"
"* p570a:/dev/rxz_undo04 (pid 684618): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_undo04            level=full,     10 GB 00:07:11     16 files
"
"* p570a:/dev/rxz_undo02 (pid 513120): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_undo02            level=full,     10 GB 00:05:04     16 files
"
"* p570a:/dev/rxz_tools02 (pid 688706): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_tools02           level=full,    524 MB 00:00:16     16 files
"
"* p570a:/dev/rxz_temp04 (pid 700958): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_temp04            level=full,     10 GB 00:04:16     16 files
"
"  p570b: index:jfa06                level=full,   1458 KB 00:00:03     69 files
"
"  p570b: index:jfa05                level=full,   1522 MB 00:00:19  13218 files
"
"* p570a:/dev/rxz_temp01 (pid 639424): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_temp01            level=full,     10 GB 00:04:01     16 files
"
"* p570a:/dev/rxz_redo05 (pid 700954): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_redo05            level=full,    524 MB 00:00:14     16 files
"
"* p570a:/dev/rxz_redo03 (pid 635826): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_redo03            level=full,    524 MB 00:00:21     16 files
"
"* p570a:/dev/rxz_redo01 (pid 721020): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_redo01            level=full,    524 MB 00:00:18     16 files
"
"* p570a:/dev/rxz_data10g_102 (pid 480274): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_102       level=full,     10 GB 00:11:47     16 files
"
"* p570a:/dev/rxz_data10g_100 (pid 459936): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_100       level=full,     10 GB 00:12:19     16 files
"
"* p570a:/dev/rxz_data10g_98 (pid 610868): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_98        level=full,     10 GB 00:11:01     16 files
"
"* p570a:/dev/rxz_data10g_96 (pid 386176): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_96        level=full,     10 GB 00:13:10     16 files
"
"* p570a:/dev/rxz_data10g_94 (pid 533518): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_94        level=full,     10 GB 00:11:25     16 files
"
"* p570a:/dev/rxz_data10g_92 (pid 700952): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_92        level=full,     10 GB 00:04:09     16 files
"
"* p570a:/dev/rxz_data10g_90 (pid 513118): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_90        level=full,     10 GB 00:06:58     16 files
"
"* p570a:/dev/rxz_data10g_88 (pid 647618): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_88        level=full,     10 GB 00:06:41     16 files
"
"* p570a:/dev/rxz_data10g_86 (pid 700950): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_86        level=full,     10 GB 00:04:01     16 files
"
"* p570a:/dev/rxz_data10g_84 (pid 619274): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_84        level=full,     10 GB 00:07:00     16 files
"
"  p570b: bootstrap                  level=full,     12 MB 00:02:11   1545 files
"
"  p570b: index:jfa06                level=full,   1462 KB 00:00:03     69 files
"
"* p570a:/dev/rxz_data10g_97 (pid 553894): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_97        level=full,     10 GB 00:13:07     16 files
"
"* p570a:/dev/rxz_data10g_95 (pid 496860): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_95        level=full,     10 GB 00:12:34     16 files
"
"* p570a:/dev/rxz_data10g_93 (pid 549790): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_93        level=full,     10 GB 00:07:52     16 files
"
"* p570a:/dev/rxz_data10g_91 (pid 684898): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_91        level=full,     10 GB 00:03:47     16 files
"
"* p570a:/dev/rxz_data10g_89 (pid 680628): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_89        level=full,     10 GB 00:06:17     16 files
"
"* p570a:/dev/rxz_data10g_87 (pid 528692): Reverse DNS lookup failed for address 10.0.0.1
  p570a: /dev/rxz_data10g_87        level=full,     10 GB 00:09:33     16 files
"
"  p570b: index:jfa06                level=full,   1454 KB 00:00:03     69 files
"
"  p570b: /home/gwjf/gwjf_part_bk    level=skip,      0 KB 00:00:00      0 files
"
"  jfa06: /home/fee/databk           level=full,   2475 MB 00:01:55    353 files
"
"  jfa05: /home/fee/databk           level=full,     14 GB 00:05:43    655 files
"
"  p570b: index:p570b                level=skip,      0 KB 00:00:00      0 files
"
"  p570b: index:jfa06                level=full,   1446 KB 00:00:03     68 files
"
"  p570b: index:jfa05                level=full,   1566 MB 00:00:19  13406 files
"
"  p570b: bootstrap                  level=full,     12 MB 00:02:05   1089 files
* p570b:bootstrap enq: (FATAL ERROR): 0781-372 There are no queues defined in the /etc/qconfig file.
* p570b:bootstrap printing bootstrap information failed (reproduced below).
* p570b:bootstrap 
* p570b:bootstrap 
* p570b:bootstrap November 30 03:02 2008  p570b's bootstrap information Page 1
* p570b:bootstrap 
* p570b:bootstrap       date     time       level ssid        file  record   volume
* p570b:bootstrap        10/27/08 03:00:00   full 1057275553    72       0   000024
* p570b:bootstrap        10/28/08 03:00:00   full 554045447     80       0   000024
* p570b:bootstrap        10/29/08 03:00:00   full 34038126      89       0   000024
* p570b:bootstrap        10/30/08 03:00:00   full 3876107002    97       0   000024
* p570b:bootstrap        10/31/08 03:01:53   full 3389654177   107       0   000024
* p570b:bootstrap        11/01/08 03:00:00   full 789272116    115       0   000024
* p570b:bootstrap        11/02/08 03:00:00   full 369928102    123       0   000024
* p570b:bootstrap        11/03/08 03:00:01   full 51247371     131       0   000024
* p570b:bootstrap        11/04/08 03:00:02   full 3641657963   139       0   000024
* p570b:bootstrap        11/05/08 03:00:01   full 3054541815   147       0   000024
* p570b:bootstrap        11/06/08 03:00:01   full 2517757337   155       0   000024
* p570b:bootstrap        11/07/08 03:00:00   full 1662205743   163       0   000024
* p570b:bootstrap        11/08/08 03:00:00   full 3256127675   171       0   000024
* p570b:bootstrap        11/08/08 22:24:56   full 4111835448   231       0   000034
* p570b:bootstrap        11/09/08 03:00:00   full 3927302692   179       0   000024
* p570b:bootstrap        11/10/08 03:00:00   full 3424072589   187       0   000024
* p570b:bootstrap        11/11/08 03:00:00   full 2870510838   195       0   000024
* p570b:bootstrap        11/12/08 03:00:01   full 2316949101     4       0   000027
* p570b:bootstrap        11/13/08 03:00:00   full 1796941798    12       0   000027
* p570b:bootstrap        11/14/08 03:00:00   full 1042053499    21       0   000027
* p570b:bootstrap        11/15/08 03:00:00   full 2434648847    29       0   000027
* p570b:bootstrap        11/16/08 03:02:16   full 1579097272    39       0   000027
* p570b:bootstrap        11/17/08 03:00:00   full 773877306     47       0   000027
* p570b:bootstrap        11/18/08 03:00:00   full 4263624607    55       0   000027
* p570b:bootstrap        11/19/08 03:00:00   full 3710062846    63       0   000027
* p570b:bootstrap        11/20/08 03:00:00   full 3223609960    71       0   000027
* p570b:bootstrap        11/21/08 03:00:00   full 2703602679    79       0   000027
* p570b:bootstrap        11/22/08 03:00:01   full 36111765      87       0   000027
* p570b:bootstrap        11/23/08 03:00:00   full 3844626221    95       0   000027
* p570b:bootstrap        11/24/08 03:00:00   full 3475613875   103       0   000027
* p570b:bootstrap        11/25/08 03:00:00   full 2955606555   111       0   000027
* p570b:bootstrap        11/26/08 03:00:00   full 2452376454   119       0   000027
* p570b:bootstrap        11/27/08 03:00:00   full 1949146347   127       0   000027
* p570b:bootstrap        11/28/08 03:00:00   full 1362030200   135       0   000027
* p570b:bootstrap        11/29/08 03:00:00   full 741359627    143       0   000027
* p570b:bootstrap        11/30/08 03:00:01   full 288461225    151       0   000027
"
"  p570b: /home/gwjf/gwjf_part_bk    level=skip,      0 KB 00:00:00      0 files
"
