Save Set Summary

Server Name: all
Group Name: all
Client Name: all
Save Set Name: all
Backup Type: all
Level: all
Save Time: from earliest available to 12/4/08 4:53:02 PM

Save Set Name,Amount of Data,Number of Files,Number of Save Sets
/arcbk/arch_1_71421.arc,536338624,55,1
/arcbk/arch_1_71422.arc,536338652,55,1
/arcbk/arch_1_71423.arc,536338680,55,1
/arcbk/arch_1_71424.arc,536338708,55,1
/arcbk/arch_1_71425.arc,536338736,55,1
/arcbk/arch_1_71428.arc,536338820,55,1
/arcbk/arch_1_71429.arc,536338848,55,1
/arcbk/arch_1_71430.arc,536338876,55,1
/arcbk/arch_1_71431.arc,536338904,55,1
/arcbk/arch_1_71432.arc,536338932,55,1
/arcbk/arch_1_71433.arc,536335888,55,1
/arcbk/arch_1_71434.arc,536338988,55,1
/arcbk/arch_1_71435.arc,536339016,55,1
/arcbk/arch_1_71438.arc,2609908,55,1
/arcbk/arch_1_71439.arc,536339128,55,1
/arcbk/arch_1_71440.arc,536339156,55,1
/arcbk/arch_1_71471.arc,536337464,55,1
/arcbk/arch_1_71472.arc,536340052,55,1
/arcbk/arch_1_71473.arc,536340080,55,1
/arcbk/arch_1_71474.arc,536340108,55,1
/arcbk/arch_1_71475.arc,536340136,55,1
/arcbk/arch_1_71476.arc,536340164,55,1
/arcbk/arch_1_71477.arc,536340192,55,1
/arcbk/arch_1_71478.arc,536340220,55,1
/arcbk/arch_1_71479.arc,536340248,55,1
/arcbk/arch_1_71480.arc,536340276,55,1
/arcbk/arch_1_71481.arc,536340304,55,1
/arcbk/arch_1_71482.arc,536340332,55,1
/arcbk/arch_1_71483.arc,536340360,55,1
/arcbk/arch_1_71484.arc,536340388,55,1
/arcbk/arch_1_71485.arc,536340416,55,1
/arcbk/arch_1_71488.arc,536340500,55,1
/arcbk/arch_1_71489.arc,536340528,55,1
/arcbk/arch_1_71490.arc,536337484,55,1
/arcbk/arch_1_71491.arc,536340584,55,1
/arcbk/arch_1_71495.arc,500144,55,1
/arcbk/arch_1_71537.arc,536341872,55,1
/arcbk/arch_1_71538.arc,536341900,55,1
/arcbk/arch_1_71539.arc,536341928,55,1
/arcbk/arch_1_71540.arc,536341956,55,1
/arcbk/arch_1_71541.arc,536341984,55,1
/arcbk/arch_1_71542.arc,536342012,55,1
/arcbk/arch_1_71543.arc,536342040,55,1
/arcbk/arch_1_71546.arc,536342124,55,1
/arcbk/arch_1_71547.arc,536342152,55,1
/arcbk/arch_1_71548.arc,536342180,55,1
/arcbk/arch_1_71549.arc,536342208,55,1
/arcbk/arch_1_71550.arc,536342236,55,1
/arcbk/arch_1_71551.arc,536342264,55,1
/arcbk/arch_1_71552.arc,536342292,55,1
/arcbk/arch_1_71553.arc,536342320,55,1
/arcbk/arch_1_71556.arc,536342404,55,1
/arcbk/arch_1_71557.arc,536342432,55,1
/arcbk/arch_1_71558.arc,536342460,55,1
/arcbk/arch_1_71559.arc,536342488,55,1
/arcbk/arch_1_71560.arc,536342516,55,1
/arcbk/arch_1_71563.arc,735556,55,1
/arcbk/arch_1_71564.arc,536342628,55,1
/arcbk/arch_1_71565.arc,536342656,55,1
/arcbk/arch_1_71593.arc,536343440,55,1
/arcbk/arch_1_71594.arc,536343468,55,1
/arcbk/arch_1_71595.arc,536343496,55,1
/arcbk/arch_1_71596.arc,536343524,55,1
/arcbk/arch_1_71597.arc,536343552,55,1
/arcbk/arch_1_71598.arc,536343580,55,1
/arcbk/arch_1_71599.arc,536343608,55,1
/arcbk/arch_1_71600.arc,536343636,55,1
/arcbk/arch_1_71601.arc,536343664,55,1
/arcbk/arch_1_71602.arc,536343692,55,1
/arcbk/arch_1_71603.arc,536343720,55,1
/arcbk/arch_1_71604.arc,536343236,55,1
/arcbk/arch_1_71605.arc,536343776,55,1
/arcbk/arch_1_71606.arc,536343804,55,1
/arcbk/arch_1_71607.arc,536343832,55,1
/arcbk/arch_1_71608.arc,536343860,55,1
/arcbk/arch_1_71609.arc,536343888,55,1
/arcbk/arch_1_71610.arc,536343916,55,1
/arcbk/arch_1_71611.arc,536343944,55,1
/arcbk/arch_1_71612.arc,536343972,55,1
/arcbk/arch_1_71615.arc,527056,55,1
/arcbk/arch_1_71616.arc,536344084,55,1
/arcbk/arch_1_71645.arc,536338752,55,1
/arcbk/arch_1_71646.arc,536344924,55,1
/arcbk/arch_1_71647.arc,536344952,55,1
/arcbk/arch_1_71648.arc,536344980,55,1
/arcbk/arch_1_71649.arc,536345008,55,1
/arcbk/arch_1_71650.arc,536345036,55,1
/arcbk/arch_1_71651.arc,536345064,55,1
/arcbk/arch_1_71652.arc,536338436,55,1
/arcbk/arch_1_71653.arc,536345120,55,1
/arcbk/arch_1_71654.arc,536345148,55,1
/arcbk/arch_1_71655.arc,536345176,55,1
/arcbk/arch_1_71656.arc,536345204,55,1
/arcbk/arch_1_71657.arc,536345232,55,1
/arcbk/arch_1_71658.arc,536345260,55,1
/arcbk/arch_1_71659.arc,536345288,55,1
/arcbk/arch_1_71660.arc,536345316,55,1
/arcbk/arch_1_71663.arc,1588432,55,1
/arcbk/arch_1_71664.arc,536345428,55,1
/arcbk/arch_1_71692.arc,536346380,56,1
/arcbk/arch_1_71693.arc,536346408,56,1
/arcbk/arch_1_71694.arc,536346436,56,1
/arcbk/arch_1_71695.arc,536346464,56,1
/arcbk/arch_1_71696.arc,536346492,56,1
/arcbk/arch_1_71697.arc,536346520,56,1
/arcbk/arch_1_71698.arc,536346548,56,1
/arcbk/arch_1_71699.arc,536341968,56,1
/arcbk/arch_1_71738.arc,536347668,56,1
/arcbk/arch_1_71744.arc,536347836,56,1
/arcbk/arch_1_71745.arc,536347864,56,1
/arcbk/arch_1_71746.arc,536347892,56,1
/arcbk/arch_1_71747.arc,536347920,56,1
/arcbk/arch_1_71748.arc,536347948,56,1
/arcbk/arch_1_71751.arc,1598744,56,1
/arcbk/arch_1_71752.arc,536348060,56,1
/arcbk/arch_1_71753.arc,536348088,56,1
/arcbk/arch_1_71822.arc,536344900,56,1
/arcbk/arch_1_71823.arc,536350048,56,1
/arcbk/arch_1_71824.arc,536350076,56,1
/arcbk/arch_1_71827.arc,536350160,56,1
/arcbk/arch_1_71828.arc,536350188,56,1
/arcbk/arch_1_71829.arc,536350216,56,1
/arcbk/arch_1_71830.arc,536350244,56,1
/arcbk/arch_1_71831.arc,536350272,56,1
/arcbk/arch_1_71832.arc,536350300,56,1
/arcbk/arch_1_71833.arc,536350328,56,1
/arcbk/arch_1_71834.arc,536350356,56,1
/arcbk/arch_1_71835.arc,536350384,56,1
/arcbk/arch_1_71836.arc,536350412,56,1
/arcbk/arch_1_71837.arc,536350440,56,1
/arcbk/arch_1_71838.arc,536350468,56,1
/arcbk/arch_1_71839.arc,536350496,56,1
/arcbk/arch_1_71840.arc,536350524,56,1
/arcbk/arch_1_71841.arc,536350552,56,1
/arcbk/arch_1_71842.arc,536350580,56,1
/arcbk/arch_1_71845.arc,1425736,56,1
/arcbk/arch_1_71846.arc,536350692,56,1
/arcbk/arch_1_71875.arc,536350992,56,1
/arcbk/arch_1_71876.arc,536345900,56,1
/arcbk/arch_1_71877.arc,536351560,56,1
/arcbk/arch_1_71878.arc,536351588,56,1
/arcbk/arch_1_71879.arc,536351616,56,1
/arcbk/arch_1_71880.arc,536351644,56,1
/arcbk/arch_1_71881.arc,536351672,56,1
/arcbk/arch_1_71882.arc,536351700,56,1
/arcbk/arch_1_71883.arc,536351728,56,1
/arcbk/arch_1_71884.arc,536351756,56,1
/arcbk/arch_1_71885.arc,536351784,56,1
/arcbk/arch_1_71886.arc,536351812,56,1
/arcbk/arch_1_71887.arc,536351840,56,1
/arcbk/arch_1_71888.arc,536351868,56,1
/arcbk/arch_1_71889.arc,536351896,56,1
/arcbk/arch_1_71894.arc,536352036,56,1
/arcbk/arch_1_71900.arc,536352204,56,1
/arcbk/arch_1_71901.arc,536352232,56,1
/arcbk/arch_1_71902.arc,536352260,56,1
/arcbk/arch_1_71905.arc,977796,56,1
/arcbk/arch_1_71906.arc,536352372,56,1
/arcbk/arch_1_71942.arc,536351332,56,1
/arcbk/arch_1_71943.arc,536353408,56,1
/arcbk/arch_1_71944.arc,536353436,56,1
/arcbk/arch_1_71945.arc,536353464,56,1
/arcbk/arch_1_71946.arc,536353492,56,1
/arcbk/arch_1_71947.arc,536353520,56,1
/arcbk/arch_1_71948.arc,536353548,56,1
/arcbk/arch_1_71949.arc,536353576,56,1
/arcbk/arch_1_71950.arc,536351044,56,1
/arcbk/arch_1_71951.arc,536353632,56,1
/arcbk/arch_1_71952.arc,536353660,56,1
/arcbk/arch_1_71953.arc,536353688,56,1
/arcbk/arch_1_71954.arc,536353884,57,1
/arcbk/arch_1_71955.arc,536353912,57,1
/arcbk/arch_1_72037.arc,536356208,57,1
/arcbk/arch_1_72038.arc,536356236,57,1
/arcbk/arch_1_72041.arc,1974208,57,1
/arcbk/arch_1_72042.arc,536356348,57,1
/arcbk/arch_1_72043.arc,536355864,57,1
/arcbk/arch_1_72069.arc,536357104,57,1
/arcbk/arch_1_72070.arc,536350988,57,1
/arcbk/arch_1_72071.arc,536357160,57,1
/arcbk/arch_1_72072.arc,536357188,57,1
/arcbk/arch_1_72073.arc,536357216,57,1
/arcbk/arch_1_72074.arc,536357244,57,1
/arcbk/arch_1_72075.arc,536357272,57,1
/arcbk/arch_1_72076.arc,536357300,57,1
/arcbk/arch_1_72077.arc,536357328,57,1
/arcbk/arch_1_72078.arc,536357356,57,1
/arcbk/arch_1_72079.arc,536357384,57,1
/arcbk/arch_1_72080.arc,536357412,57,1
/arcbk/arch_1_72111.arc,536357256,57,1
/arcbk/arch_1_72112.arc,536358308,57,1
/arcbk/arch_1_72159.arc,536359624,57,1
/arcbk/arch_1_72160.arc,536353508,57,1
/arcbk/arch_1_72161.arc,536359680,57,1
/arcbk/arch_1_72162.arc,536359708,57,1
/arcbk/arch_1_72186.arc,536358332,57,1
/arcbk/arch_1_72187.arc,536360408,57,1
/arcbk/arch_1_72188.arc,536360436,57,1
/arcbk/arch_1_72189.arc,536360464,57,1
/arcbk/arch_1_72190.arc,536360492,57,1
/arcbk/arch_1_72191.arc,536360008,57,1
/arcbk/arch_1_72192.arc,536360548,57,1
/arcbk/arch_1_72193.arc,536360576,57,1
/arcbk/arch_1_72194.arc,536360604,57,1
/arcbk/arch_1_72203.arc,536360856,57,1
/arcbk/arch_1_72204.arc,536359348,57,1
/arcbk/arch_1_72205.arc,536360912,57,1
/arcbk/arch_1_72206.arc,536360940,57,1
/arcbk/arch_1_72207.arc,536360968,57,1
/arcbk/arch_1_72214.arc,536361164,57,1
/arcbk/arch_1_72217.arc,479724,57,1
/arcbk/arch_1_72218.arc,536361276,57,1
/arcbk/arch_1_72242.arc,536362116,58,1
/arcbk/arch_1_72243.arc,536362144,58,1
/arcbk/arch_1_72244.arc,536362172,58,1
/arcbk/arch_1_72245.arc,536362200,58,1
/arcbk/arch_1_72246.arc,536362228,58,1
/arcbk/arch_1_72251.arc,536361856,58,1
/arcbk/arch_1_72265.arc,536361224,58,1
/arcbk/arch_1_72271.arc,536362928,58,1
/arcbk/arch_1_72327.arc,536364496,58,1
/arcbk/arch_1_72335.arc,536364720,58,1
/arcbk/arch_1_72368.arc,536365644,58,1
/arcbk/arch_1_72369.arc,536365672,58,1
/arcbk/arch_1_72370.arc,536365700,58,1
/arcbk/arch_1_72462.arc,536368276,58,1
/arcbk/arch_1_72489.arc,536369032,58,1
/arcbk/arch_1_72520.arc,536370068,59,1
/arcbk/arch_1_72521.arc,536370096,59,1
/arcbk/arch_1_72524.arc,536370180,59,1
/arcbk/arch_1_72530.arc,536370348,59,1
/arcbk/arch_1_72555.arc,536371048,59,1
/arcbk/arch_1_72556.arc,536371076,59,1
/arcbk/arch_1_72557.arc,536371104,59,1
/arcbk/arch_1_72558.arc,536371132,59,1
/arcbk/arch_1_72561.arc,536371216,59,1
/arcbk/arch_1_72562.arc,536371244,59,1
/arcbk/arch_1_72622.arc,536372924,59,1
/arcbk/arch_1_72623.arc,536372952,59,1
/arcbk/arch_1_72624.arc,536372980,59,1
/arcbk/arch_1_72625.arc,536373008,59,1
/arcbk/arch_1_72653.arc,536373792,59,1
/arcbk/arch_1_72654.arc,536367676,59,1
/arcbk/arch_1_72655.arc,536373848,59,1
/arcbk/arch_1_72656.arc,536373876,59,1
/arcbk/arch_1_72659.arc,536373960,59,1
/arcbk/arch_1_72674.arc,536374380,59,1
/arcbk/arch_1_72675.arc,536371848,59,1
/arcbk/arch_1_72676.arc,536374436,59,1
/arcbk/arch_1_72677.arc,536374464,59,1
/arcbk/arch_1_72678.arc,536374492,59,1
/arcbk/arch_1_72679.arc,536374520,59,1
/arcbk/arch_1_72680.arc,536374548,59,1
/arcbk/arch_1_72681.arc,536374576,59,1
/arcbk/arch_1_72682.arc,536369996,59,1
/arcbk/arch_1_72683.arc,536374632,59,1
/arcbk/arch_1_72684.arc,536374660,59,1
/arcbk/arch_1_72819.arc,536378608,60,1
/arcbk/arch_1_72820.arc,536378636,60,1
/arcbk/arch_1_72864.arc,536379868,60,1
/arcbk/arch_1_72865.arc,536379896,60,1
/arcbk/arch_1_72866.arc,536379924,60,1
/arcbk/arch_1_72867.arc,536379952,60,1
/arcbk/arch_1_72868.arc,536379980,60,1
/arcbk/arch_1_72869.arc,536380008,60,1
/arcbk/arch_1_72870.arc,536380036,60,1
/arcbk/arch_1_73101.arc,536386672,61,1
/arcbk/arch_1_73102.arc,536386700,61,1
/arcbk/arch_1_73170.arc,536388604,61,1
/arcbk/arch_1_73171.arc,536388632,61,1
/arcbk/arch_1_73239.arc,536390536,61,1
/arcbk/arch_1_73240.arc,536390564,61,1
/arcbk/arch_1_73243.arc,536390648,61,1
/arcbk/arch_1_73259.arc,536391096,61,1
/arcbk/arch_1_73260.arc,536391124,61,1
/arcbk/arch_1_73263.arc,536391208,61,1
/arcbk/arch_1_73300.arc,536392244,61,1
/arcbk/arch_1_73301.arc,536392272,61,1
/arcbk/arch_1_73304.arc,536392356,61,1
/arcbk/arch_1_73305.arc,536392384,61,1
/arcbk/arch_1_73335.arc,536393224,61,1
/arcbk/arch_1_73338.arc,536392796,61,1
/arcbk/arch_1_73339.arc,536393336,61,1
/arcbk/arch_1_73344.arc,536393476,61,1
/arcbk/arch_1_73349.arc,536393616,61,1
/arcbk/arch_1_73350.arc,536389036,61,1
/arcbk/arch_1_73353.arc,536393728,61,1
/arcbk/arch_1_73354.arc,536391364,62,1
/arcbk/arch_1_73358.arc,3185644,62,1
/arcbk/arch_1_73361.arc,536394120,62,1
/arcbk/arch_1_73362.arc,536394148,62,1
/arcbk/arch_1_73363.arc,536392128,62,1
/arcbk/arch_1_73364.arc,536394204,62,1
/arcbk/arch_1_73380.arc,536394652,62,1
/arcbk/arch_1_73381.arc,536394680,62,1
/arcbk/arch_1_73382.arc,536394708,62,1
/arcbk/arch_1_73383.arc,536394736,62,1
/arcbk/arch_1_73386.arc,536394820,62,1
/arcbk/arch_1_73387.arc,536394848,62,1
/arcbk/arch_1_73388.arc,536394876,62,1
/arcbk/arch_1_73389.arc,536394904,62,1
/arcbk/arch_1_73390.arc,536394932,62,1
/arcbk/arch_1_73391.arc,536394960,62,1
/arcbk/arch_1_73392.arc,536394988,62,1
/arcbk/arch_1_73393.arc,536395016,62,1
/arcbk/arch_1_73398.arc,536395156,62,1
/arcbk/arch_1_73403.arc,536395296,62,1
/arcbk/arch_1_73404.arc,536395324,62,1
/arcbk/arch_1_73405.arc,536395352,62,1
/arcbk/arch_1_73406.arc,536395380,62,1
/arcbk/arch_1_73407.arc,536395408,62,1
/arcbk/arch_1_73408.arc,536395436,62,1
/arcbk/arch_1_73411.arc,536395520,62,1
/arcbk/arch_1_73414.arc,536395604,62,1
/arcbk/arch_1_73417.arc,536395688,62,1
/arcbk/arch_1_73418.arc,536395716,62,1
/arcbk/arch_1_73421.arc,536395800,62,1
/arcbk/arch_1_73424.arc,2937588,62,1
/arcbk/arch_1_73425.arc,536395912,62,1
/arcbk/arch_1_73426.arc,536395940,62,1
/arcbk/arch_1_73429.arc,536396024,62,1
/arcbk/arch_1_73432.arc,536396108,62,1
/arcbk/arch_1_73439.arc,536396304,62,1
/arcbk/arch_1_73440.arc,536396332,62,1
/arcbk/arch_1_73441.arc,536396360,62,1
/arcbk/arch_1_73442.arc,536392804,62,1
/arcbk/arch_1_73445.arc,536396472,62,1
/arcbk/arch_1_73446.arc,536396500,62,1
/arcbk/arch_1_73449.arc,536396072,62,1
/arcbk/arch_1_73450.arc,536396612,62,1
/arcbk/arch_1_73451.arc,536396640,62,1
/arcbk/arch_1_73452.arc,536396668,62,1
/arcbk/arch_1_73499.arc,536397984,62,1
/arcbk/arch_1_73502.arc,536398068,62,1
/arcbk/arch_1_73507.arc,536398208,62,1
/arcbk/arch_1_73512.arc,536398348,62,1
/arcbk/arch_1_73513.arc,536398376,62,1
/arcbk/arch_1_73514.arc,536398404,62,1
/arcbk/arch_1_73515.arc,536398432,62,1
/arcbk/arch_1_73518.arc,5879640,62,1
/arcbk/arch_1_73519.arc,536398544,62,1
/arcbk/arch_1_73520.arc,536398572,62,1
/arcbk/arch_1_73521.arc,536398600,62,1
/arcbk/arch_1_73522.arc,536398628,62,1
/arcbk/arch_1_73523.arc,536395072,62,1
/arcbk/arch_1_73524.arc,536398684,62,1
/arcbk/arch_1_73527.arc,536398768,62,1
/arcbk/arch_1_73543.arc,536399216,62,1
/arcbk/arch_1_73605.arc,536400952,62,1
/arcbk/arch_1_73606.arc,536400980,62,1
/arcbk/arch_1_73626.arc,536401540,62,1
/arcbk/arch_1_73627.arc,536401568,62,1
/arcbk/arch_1_73648.arc,536402324,63,1
/arcbk/arch_1_73651.arc,536402408,63,1
/arcbk/arch_1_73652.arc,536402436,63,1
/arcbk/arch_1_73653.arc,536402464,63,1
/arcbk/arch_1_73656.arc,699748,63,1
/arcbk/arch_1_73657.arc,536402576,63,1
/arcbk/arch_1_73658.arc,536402604,63,1
/arcbk/arch_1_73693.arc,536403584,63,1
/arcbk/arch_1_73694.arc,536403612,63,1
/arcbk/arch_1_73695.arc,536403640,63,1
/arcbk/arch_1_73696.arc,536401620,63,1
/arcbk/arch_1_73697.arc,536403696,63,1
/arcbk/arch_1_73700.arc,536403780,63,1
/arcbk/arch_1_73703.arc,536403864,63,1
/arcbk/arch_1_73704.arc,536403892,63,1
/arcbk/arch_1_73705.arc,536402896,63,1
/arcbk/arch_1_73706.arc,536403948,63,1
/arcbk/arch_1_73707.arc,536398344,63,1
/arcbk/arch_1_73708.arc,536404004,63,1
/arcbk/arch_1_73725.arc,536404480,63,1
/arcbk/arch_1_73726.arc,536404508,63,1
/arcbk/arch_1_73727.arc,536404536,63,1
/arcbk/arch_1_73728.arc,536404564,63,1
/arcbk/arch_1_73731.arc,1062356,63,1
/arcbk/arch_1_73732.arc,536404676,63,1
/arcbk/arch_1_73733.arc,536404704,63,1
/arcbk/arch_1_73766.arc,536403068,63,1
/arcbk/arch_1_73767.arc,536405656,63,1
/arcbk/arch_1_73768.arc,536405684,63,1
/arcbk/arch_1_73769.arc,536405712,63,1
/arcbk/arch_1_73770.arc,536405740,63,1
/arcbk/arch_1_73771.arc,536405768,63,1
/arcbk/arch_1_73774.arc,536405852,63,1
/arcbk/arch_1_73775.arc,536405880,63,1
/arcbk/arch_1_73778.arc,536405964,63,1
/arcbk/arch_1_73779.arc,536405992,63,1
/arcbk/arch_1_73780.arc,536406020,63,1
/arcbk/arch_1_73781.arc,536406048,63,1
/arcbk/arch_1_73782.arc,536406076,63,1
/arcbk/arch_1_73783.arc,536406104,63,1
/arcbk/arch_1_73784.arc,536406132,63,1
/arcbk/arch_1_73787.arc,536406216,63,1
/arcbk/arch_1_73788.arc,536406244,63,1
/arcbk/arch_1_73789.arc,536406272,63,1
/arcbk/arch_1_73790.arc,536406300,63,1
/arcbk/arch_1_73791.arc,536406328,63,1
/arcbk/arch_1_73792.arc,536406356,63,1
/arcbk/arch_1_73795.arc,1108704,63,1
/arcbk/arch_1_73796.arc,536406468,63,1
/arcbk/arch_1_73797.arc,536406496,63,1
/arcbk/arch_1_73830.arc,536407420,63,1
/arcbk/arch_1_73831.arc,536407448,63,1
/arcbk/arch_1_73832.arc,536407476,63,1
/arcbk/arch_1_73833.arc,536407504,63,1
/arcbk/arch_1_73834.arc,536407532,63,1
/arcbk/arch_1_73835.arc,536407560,63,1
/arcbk/arch_1_73838.arc,536407644,63,1
/arcbk/arch_1_73839.arc,536407672,63,1
/arcbk/arch_1_73842.arc,536407756,63,1
/arcbk/arch_1_73843.arc,536407784,63,1
/arcbk/arch_1_73844.arc,536407812,63,1
/arcbk/arch_1_73845.arc,536407328,63,1
/arcbk/arch_1_73846.arc,536407868,63,1
/arcbk/arch_1_73847.arc,536407896,63,1
/arcbk/arch_1_73850.arc,536407980,63,1
/arcbk/arch_1_73851.arc,536408008,63,1
/arcbk/arch_1_73852.arc,536408036,63,1
/arcbk/arch_1_73853.arc,536408064,63,1
/arcbk/arch_1_73854.arc,536408092,63,1
/arcbk/arch_1_73857.arc,739168,63,1
/arcbk/arch_1_73858.arc,536408204,63,1
/arcbk/arch_1_73890.arc,536409100,63,1
/arcbk/arch_1_73891.arc,536409128,63,1
/arcbk/arch_1_73892.arc,536409156,63,1
/arcbk/arch_1_73893.arc,536409184,63,1
/arcbk/arch_1_73894.arc,536409212,63,1
/arcbk/arch_1_73895.arc,536409240,63,1
/arcbk/arch_1_73896.arc,536409268,63,1
/arcbk/arch_1_73899.arc,536409352,63,1
/arcbk/arch_1_73900.arc,536409380,63,1
/arcbk/arch_1_73901.arc,536409408,63,1
/arcbk/arch_1_73902.arc,536409436,63,1
/arcbk/arch_1_73903.arc,536409464,63,1
/arcbk/arch_1_73904.arc,536409492,63,1
/arcbk/arch_1_73905.arc,536409520,63,1
/arcbk/arch_1_73906.arc,536409548,63,1
/arcbk/arch_1_73907.arc,536409576,63,1
/arcbk/arch_1_73908.arc,536409604,63,1
/arcbk/arch_1_73909.arc,536409632,63,1
/arcbk/arch_1_73910.arc,536409660,63,1
/arcbk/arch_1_73913.arc,1382904,63,1
/arcbk/arch_1_73959.arc,536409152,64,1
/arcbk/arch_1_73960.arc,536411228,64,1
/arcbk/arch_1_73961.arc,536411256,64,1
/arcbk/arch_1_73962.arc,536411284,64,1
/arcbk/arch_1_73963.arc,536411312,64,1
/arcbk/arch_1_73964.arc,536411340,64,1
/arcbk/arch_1_73965.arc,536411368,64,1
/arcbk/arch_1_73966.arc,536411396,64,1
/arcbk/arch_1_73967.arc,536411424,64,1
/arcbk/arch_1_73968.arc,536411452,64,1
/arcbk/arch_1_73969.arc,536411480,64,1
/arcbk/arch_1_73970.arc,536406900,64,1
/arcbk/arch_1_73971.arc,536411536,64,1
/arcbk/arch_1_73972.arc,536411564,64,1
/arcbk/arch_1_73973.arc,536411592,64,1
/arcbk/arch_1_73974.arc,536411620,64,1
/arcbk/arch_1_73975.arc,536411648,64,1
/arcbk/arch_1_73976.arc,536411676,64,1
/arcbk/arch_1_73977.arc,536411704,64,1
/arcbk/arch_1_73978.arc,536411732,64,1
/arcbk/arch_1_73979.arc,536411760,64,1
/arcbk/arch_1_73980.arc,536411788,64,1
/arcbk/arch_1_73984.arc,729068,64,1
/arcbk/arch_1_73985.arc,536411928,64,1
/arcbk/arch_1_74016.arc,536412796,64,1
/arcbk/arch_1_74017.arc,536412824,64,1
/arcbk/arch_1_74018.arc,536412852,64,1
/arcbk/arch_1_74019.arc,536412880,64,1
/arcbk/arch_1_74020.arc,536412908,64,1
/arcbk/arch_1_74021.arc,536412936,64,1
/arcbk/arch_1_74024.arc,536413020,64,1
/arcbk/arch_1_74027.arc,536413104,64,1
/arcbk/arch_1_74030.arc,536413188,64,1
/arcbk/arch_1_74031.arc,536413216,64,1
/arcbk/arch_1_74032.arc,536412732,64,1
/arcbk/arch_1_74033.arc,536413272,64,1
/arcbk/arch_1_74034.arc,536413300,64,1
/arcbk/arch_1_74035.arc,536413328,64,1
/arcbk/arch_1_74036.arc,536413356,64,1
/arcbk/arch_1_74037.arc,536413384,64,1
/arcbk/arch_1_74038.arc,536413412,64,1
/arcbk/arch_1_74039.arc,536413440,64,1
/arcbk/arch_1_74040.arc,536413468,64,1
/arcbk/arch_1_74041.arc,536413496,64,1
/arcbk/arch_1_74042.arc,536413524,64,1
/arcbk/arch_1_74045.arc,2742284,64,1
/arcbk/arch_1_74046.arc,536413636,64,1
/arcbk/arch_1_74077.arc,536413480,64,1
/arcbk/arch_1_74078.arc,536414532,64,1
/arcbk/arch_1_74079.arc,536414048,64,1
/arcbk/arch_1_74080.arc,536414588,64,1
/arcbk/arch_1_74085.arc,536414728,64,1
/arcbk/arch_1_74086.arc,536414756,64,1
/arcbk/arch_1_74087.arc,536414784,64,1
/arcbk/arch_1_74088.arc,536414812,64,1
/arcbk/arch_1_74089.arc,536414840,64,1
/arcbk/arch_1_74090.arc,536414868,64,1
/arcbk/arch_1_74091.arc,536414896,64,1
/arcbk/arch_1_74092.arc,536414412,64,1
/arcbk/arch_1_74093.arc,536414952,64,1
/arcbk/arch_1_74094.arc,536414980,64,1
/arcbk/arch_1_74095.arc,536415008,64,1
/arcbk/arch_1_74096.arc,536415036,64,1
/arcbk/arch_1_74097.arc,536415064,64,1
/arcbk/arch_1_74098.arc,536415092,64,1
/arcbk/arch_1_74099.arc,536415120,64,1
/arcbk/arch_1_74100.arc,536415148,64,1
/arcbk/arch_1_74103.arc,1084204,64,1
/arcbk/arch_1_74104.arc,536415260,64,1
/arcbk/arch_1_74105.arc,536415288,64,1
/arcbk/arch_1_74135.arc,536416128,64,1
/arcbk/arch_1_74136.arc,536416156,64,1
/arcbk/arch_1_74137.arc,536416184,64,1
/arcbk/arch_1_74138.arc,536416212,64,1
/arcbk/arch_1_74139.arc,536416240,64,1
/arcbk/arch_1_74140.arc,536416268,64,1
/arcbk/arch_1_74141.arc,536416296,64,1
/arcbk/arch_1_74142.arc,536416324,64,1
/arcbk/arch_1_74143.arc,536416352,64,1
/arcbk/arch_1_74144.arc,536416380,64,1
/arcbk/arch_1_74145.arc,536416408,64,1
/arcbk/arch_1_74146.arc,536416436,64,1
/arcbk/arch_1_74147.arc,536416464,64,1
/arcbk/arch_1_74148.arc,536416492,64,1
/arcbk/arch_1_74149.arc,536416520,64,1
/arcbk/arch_1_74150.arc,536416548,64,1
/arcbk/arch_1_74151.arc,536416576,64,1
/arcbk/arch_1_74152.arc,536416604,64,1
/arcbk/arch_1_74153.arc,536416632,64,1
/arcbk/arch_1_74154.arc,536416660,64,1
/arcbk/arch_1_74155.arc,536416688,64,1
/arcbk/arch_1_74159.arc,536413216,64,1
/arcbk/arch_1_74162.arc,810352,64,1
/arcbk/arch_1_74230.arc,536413324,65,1
/arcbk/arch_1_74231.arc,536414376,65,1
/arcbk/arch_1_74232.arc,536419012,65,1
/arcbk/arch_1_74233.arc,536419040,65,1
/arcbk/arch_1_74234.arc,536419068,65,1
/arcbk/arch_1_74235.arc,536419096,65,1
/arcbk/arch_1_74236.arc,536419124,65,1
/arcbk/arch_1_74237.arc,536419152,65,1
/arcbk/arch_1_74238.arc,536419180,65,1
/arcbk/arch_1_74239.arc,536419208,65,1
/arcbk/arch_1_74240.arc,536419236,65,1
/arcbk/arch_1_74241.arc,536419264,65,1
/arcbk/arch_1_74242.arc,536419292,65,1
/arcbk/arch_1_74243.arc,536419320,65,1
/arcbk/arch_1_74244.arc,536419348,65,1
/arcbk/arch_1_74245.arc,536419376,65,1
/arcbk/arch_1_74246.arc,536419404,65,1
/arcbk/arch_1_74247.arc,536419432,65,1
/arcbk/arch_1_74248.arc,536419460,65,1
/arcbk/arch_1_74249.arc,536419488,65,1
